Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS Blood & Transplant,Special Health Authority,Department of Health and Social Care,2045,1653.91,1249,1141.35,1711,1586.15,613,595.36,67,65.6,50,47.75,5735,5090.12,82,82,20,20,32,32,0,0,134,134,5869,5224.12,"£14,711,992","£912,358",£0,"£460,840","£2,060,235","£1,646,906","£19,792,330.58","£2,793,925",,"£2,793,924.98","£22,586,255.56",
NHS Business Services Authority,Special Health Authority,Department of Health and Social Care,1808,1599,735,700,504,493.76,266,252.46,68,66.14,,,3381,3111.36,78,78,,,,,25,25,103,103,3484,3214.36,"£7,104,495","£19,552","£109,413","£101,927","£912,610","£667,565","£8,915,561.67","£379,869",,"£379,869.00","£9,295,430.67",
NHS England,Special Health Authority,Department of Health and Social Care,95,84.78534,1149,1085.253,1870,1802.57509,3210,3091.57246,1257,1205.67388,190,94.41165,7771,7364.27142,197,183.83999,81,41.30746,0,0,0,0,278,225.14745,8049,7589.41887,"£30,263,495",0,0,0,"£3,895,908","£3,487,645","£37,647,048.10",,,£0.00,"£37,647,048.10",
NHS Litigation Authority,Special Health Authority,Department of Health and Social Care,9,8,72,69.86,156,150.98,196,186.7226,9,9,0,0,442,424.5626,16,16,0,0,0,0,0,0,16,16,458,440.5626,"£1,583,034","£180,582",£0,£209,"£211,344","£197,676","£2,172,845.72","£96,906",,"£96,906.18","£2,269,751.90",
NHS Trust Development Authority,Special Health Authority,Department of Health and Social Care,6,5.6,127,123.36667,251,243.8,672,644.92082,505,487.41679,14,5.5,,,,,,,,,,,,,,,"£7,711,686","£368,440",£0,"£72,155","£1,013,921","£962,103",,,,,,
Public Health England,Executive Agency,Department of Health and Social Care,855,721.53,887,792.79,2668,2370.28,1855,1753.09,469,394.38,3,3,6737,6035.07,176,107.6,0,0,49,31.1,0,0,225,138.7,6962,6173.77,"£16,199,393","£8,783,010",£0,"£743,396","£5,235,924","£2,810,397","£33,772,120.38",,,£0.00,"£33,772,120.38","Specialist Contractors includes inward Secondees working >0.5wte.
The costs for secondees is not included in the Non-payroll staff figures."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
