Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS Blood & Transplant,Special Health Authority,Department of Health,1967,1588.29,1120,1025.97,1562,1447.25,552,536.17,63,60.7,46,43.18,5310,4701.56,32,32,3,3,6,6,0,0,41,41,5351,4742.56,13149170.78,868514.6774,0,185286.2742,1853691.16,1447118.03,17503780.92,213859.4,0,213859.4,17717640.32,0
NHS Business Services Authority,Special Health Authority,Department of Health,1938,1711.66,622,590.67,372,364.8,213,201.76,48,48,0,0,3193,2916.89,72,72,0,0,0,0,33,33,105,105,3298,3021.89,6131504.41,12653.04,116046.09,107885.13,822626.67,550117.52,7740832.86,478920.88,0,478920.88,8219753.74,0
NHS England,Special Health Authority,Department of Health,494,448.40311,593,565.08,1567,1499.30759,2747,2629.38063,782,732.86156,166,83.22627,6349,5958.25916,256,247.35999,80,47.92347,0,0,0,0,336,295.28346,6685,6253.54262,26775783.15,0,0,0,3357125.81,3048858.4,33181767.36,1758957.34,0,1758957.34,34940724.7,0
NHS Litigation Authority,Special Health Authority,Department of Health,11,10,45.5,43.56,129,124.14,131.5,123.0599,10,10,0,0,327,310.7599,17,17,0,0,0,0,0,0,17,17,344,327.7599,1175638.45,141981.34,0,139.93,152952.79,146799.37,1617511.88,87100.21,0,87100.21,1704612.09,0
NHS Trust Development Authority,Special Health Authority,Department of Health,16,15.4,177,170.59,284,274.64,568,546.15,466,450.84,33,31.5,1544,1489.12,0,0,0,0,0,0,0,0,0,0,1544,1489.12,7266765,361829,0,882,963185,897300,9489961,358818.8,0,358818.8,9848779.8,0
Public Health England,Executive Agency,Department of Health,810,717.8,696,654.97,2038,1902.45,1497,1407.7,404,356.85,4,4,5449,5043.77,62,58.38,0,0,39,25.51,0,0,101,83.89,5550,5127.66,13444396.17,5557697.63,0,88248.26,4217033.77,2080822.28,25388198.11,422431.38,0,422431.38,25810629.49,"Specialist Contractors includes inward Secondees working >0.5wte.
The costs for secondees is not included in the Non-payroll staff figures."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
