Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS England,Special Health Authority,Department of Health,99,88.58534,993,932.19968,1582,1521.82925,3001,2890.23781,837,794.56874,160,80.83067,6672,6308.25149,202,191.42665,76,37.93413,,,,,278,229.36078,6950,6537.61227,"£29,661,351",,,,"£3,727,756","£3,450,603","£36,839,709.75","£1,783,606",,"£1,783,605.54","£38,623,315.29",
NHS Litigation Authority,Special Health Authority,Department of Health,8,7,63,61.46,137.5,132.38,163,154.7599,9,9,0,0,380.5,364.5999,14,13.8,0,0,0,0,0,0,14,13.8,394.5,378.3999,"£1,392,222","£188,483",£0,"£1,798","£187,468","£174,242","£1,944,212.72","£124,141",,"£124,140.99","£2,068,353.71",
NHS Trust Development Authority,Special Health Authority,Department of Health,8,7.6,141,135.93334,254,246.78666,738,711.38159,391,375.5432,4,3.8,1536,1481.04479,,,,,,,,,0,0,1536,1481.04479,"£7,635,086","£392,114",,"£77,404","£994,396","£1,022,606","£10,121,605.72","£219,200",,"£219,199.56","£10,340,805.28",
Public Health England,Executive Agency,Department of Health,787,651.76,775,702.31,2267,1973.64,1614,1502.42,442,366.25,3,3,5888,5199.38,125,85.97,0,0,47,29.7,0,0,172,115.67,6060,5315.05,"£13,786,686","£7,612,142",£0,"£553,056","£4,489,709","£2,402,026","£28,843,619.00","£793,883",,"£793,883.32","£29,637,502.32","Specialist Contractors includes inward Secondees working >0.5wte.
The costs for secondees is not included in the Non-payroll staff figures."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
