Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS Blood & Transplant,Special Health Authority,Department of Health,2027,1636.32,1130,1032.63,1610,1483.5,575,559.28,63,61.6,48,45.4,5453,4818.73,45,45,1,1,9,9,0,0,55,55,5508,4873.73,"£13,806,379","£863,177",£0,"£414,144","£1,953,831","£1,544,705","£18,582,236.31","£173,868",,"£173,868.00","£18,756,104.31",
NHS Business Services Authority,Special Health Authority,Department of Health,1866,1646.92,683,647.91,442,432.33,237,224.7,62,61.14,,,3290,3013,95,95,,,,,26,26,121,121,3411,3134,"£6,709,966","£18,569","£128,958","£190,203","£871,006","£640,892","£8,559,594.71","£644,975",,"£644,974.55","£9,204,569.26",
NHS England,Special Health Authority,Department of Health,436,392.33966,576,547.64535,1465,1405.97539,2864,2756.10715,809,763.68166,162,82.22257,6312,5947.97178,290,240.48,78,39.93,,,,,368,280.41,6680,6228.38178,"£28,663,960",,,,"£3,571,363","£3,274,131","£35,509,453.75","£1,564,191",,"£1,564,191.36","£37,073,645.11",
NHS Litigation Authority,Special Health Authority,Department of Health,8,7,58,56.46,135,130.3933,154,146.1466,8,8,0,0,363,347.9999,15,15,0,0,0,0,0,0,15,15,378,362.9999,"£1,327,991","£155,911",£0,£0,"£178,443","£165,941","£1,828,285.30","£191,202",,"£191,201.66","£2,019,486.96",
NHS Trust Development Authority,Special Health Authority,Department of Health,8,6,154,148.77,259,251.25,613,586.98,531,512.96,1,1,1566,1506.96,,,,,,,,,0,0,1566,1506.96,"£7,816,141","£414,274",£0,"£113,251","£1,023,063","£1,087,672","£10,454,401.00","£360,295",,"£360,295.06","£10,814,696.06",
Public Health England,Executive Agency,Department of Health,768,669.77,763,703.04,2144,1993.27,1546,1446.42,405,348.48,7,4,5633,5164.98,83,74.37,0,0,46,31.5,0,0,129,105.87,5762,5270.85,"£14,311,344","£7,302,852",£0,"£900,949","£4,403,022","£2,427,376","£29,345,543.04","£468,175",,"£468,175.27","£29,813,718.31",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
