Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS Blood & Transplant,Special Health Authority,Department of Health,1970,1589,1127,1034,1612,1486,563,547,63,62,49,46,5384,4764,29,29,5,5,11,11,0,0,45,45,5429,4809,"£13,491,466","£814,678",£0,"£351,878","£1,893,058","£1,502,523","£18,053,602.39",,,£0.00,"£18,053,602.39",
NHS Business Services Authority,Special Health Authority,Department of Health,1844,1626.31,671,637.57,437,427.5,227,214.6,90,87.22,,,3269,2993.2,103,103,,,,,23,23,126,126,3395,3119.2,"£6,458,113","£11,089","£106,119","£152,595","£815,458","£591,243","£8,134,616.18","£471,668",,"£471,668.33","£8,606,284.51",
NHS England,Special Health Authority,Department of Health,436,392.14978,541,514.96002,1455,1393.85404,2706,2599.33619,789,743.32157,172,92.31003,6099,5735.93163,321,313.42665,87,46.3208,,,,,408,359.74745,6507,6095.67908,"£26,014,187",,,,"£3,268,283","£2,974,157","£32,256,626.81",,,£0.00,"£32,256,626.81",
NHS Litigation Authority,Special Health Authority,Department of Health,11,10,58.5,56.56,130,125.14,147.5,139.2599,8,8,0,0,355,338.9599,15,14.6,0,0,0,0,0,0,15,14.6,370,353.5599,"£1,264,732","£148,413",£0,"£1,162","£164,324","£158,970","£1,737,601.18","£56,675",,"£56,675.12","£1,794,276.30",
NHS Trust Development Authority,Special Health Authority,Department of Health,11,9,161,154.73,268,259.64,616,587.26,508,485.38,30,29.3,1594,1525.31,,,,,,,,,0,0,1594,1525.31,"£7,616,043","£374,276",£0,"£5,169","£997,239","£945,624","£9,938,351.00","£434,318",,"£434,317.76","£10,372,668.76",
Public Health England,Executive Agency,Department of Health,765,675.11,753,704.32,2121,1984.58,1554,1457.38,401,350.98,4,4,5598,5176.37,94,85,0,0,39,27.6,0,0,133,112.6,5731,5288.97,"£14,725,652","£6,431,780",£0,"£389,098","£4,317,332","£2,256,381","£28,120,243.73",,,£0.00,"£28,120,243.73","Specialist Contractors includes inward Secondees working >0.5wte.
The costs for secondees is not included in the Non-payroll staff figures."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
