Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS Blood & Transplant,Special Health Authority,Department of Health,1994,1602.96,1125,1029.99,1612,1485.5,573,557,62,60.6,49,46.1,5415,4782.15,27,27,1,1,9,9,0,0,37,37,5452,4819.15,"£13,747,555","£807,788",£0,"£406,252","£1,933,106","£1,532,233","£18,426,934.07","£196,938",,"£196,937.79","£18,623,871.86",
NHS Business Services Authority,Special Health Authority,Department of Health,1852,1633.07,682,647.74,437,427.33,237,224.7,90,87.22,,,3298,3020.06,109,109,,,,,24,24,133,133,3431,3153.06,"£6,627,481","£12,570","£121,039","£173,812","£864,768","£638,018","£8,437,687.48","£315,528",,"£315,527.86","£8,753,215.34",
NHS England,Special Health Authority,Department of Health,431,389.32633,558,530.31201,1460,1401.70872,2803,2697.28713,807,762.98166,160,82.70075,6219,5864.3166,230,224.63998,78,40.0008,,,,,308,264.64078,6527,6128.95738,"£27,118,068",,,,"£3,429,971","£3,105,479","£33,653,517.94","£1,324,233",,"£1,324,232.66","£34,977,750.60",
NHS Litigation Authority,Special Health Authority,Department of Health,,,,,,,,,,,,,0,0,13,13,,,,,,,13,13,13,13,,,,,,,£0.00,,,£0.00,£0.00,
NHS Trust Development Authority,Special Health Authority,Department of Health,8,6,151,145.64,253,245.17,619,591.94,509,489.39,30,29.3,1570,1507.44,,,,,,,,,0,0,1570,1507.44,"£7,712,480","£430,807",£0,"£19,111","£1,012,150","£988,143","£10,162,691.00","£199,223",,"£199,223.14","£10,361,914.14",
Public Health England,Executive Agency,Department of Health,764,674.07306,765,716.67023,2122,1982.73974,1546,1451.85048,395,346.87747,6,4,5598,5176.21098,91,81.2,0,0,36,24.1,0,0,127,105.3,5725,5281.51098,"£12,506,854","£6,747,289",£0,"£714,025","£4,351,711","£2,336,346","£26,656,224.67","£468,175",,"£468,175.27","£27,124,399.94",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
