Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments
NHS Blood & Transplant,Special Health Authority,Department of Health,2036,1647.96,1130,1032.56,1614,1487.76,577,560.99,64,62,49,45.6,5470,4836.87,46,46,1,1,9,9,0,0,56,56,5526,4892.87,"£13,933,406","£946,718",£0,"£453,420","£1,971,629","£1,577,920","£18,883,093.69","£187,747",,"£187,746.64","£19,070,840.33",
NHS Business Services Authority,Special Health Authority,Department of Health,1869,1652.01,680,645.31,452,441.53,241,228.6,64,62.94,,,3306,3030.39,78,78,,,,,30,30,108,108,3414,3138.39,"£6,825,089","£25,189","£110,174","£124,948","£885,479","£640,255","£8,611,133.30","£634,411",,"£634,410.83","£9,245,544.13",
NHS England,Special Health Authority,Department of Health,83,72.33201,968,906.193,1500,1440.75539,2908,2798.42582,816,771.74207,156,77.4829,6431,6066.93119,239,228.89,78,39.93,,,,,317,268.82,6748,6335.75119,,,,28192758.72,"£3,564,241","£3,297,713","£35,054,712.22","£1,156,226",,"£1,156,226.37","£36,210,938.59",
NHS Litigation Authority,Special Health Authority,Department of Health,8,7,60,58.46,139,134.3933,153,145.1466,8,8,0,0,368,352.9999,14,14,0,0,0,0,0,0,14,14,382,366.9999,"£1,374,430","£162,734",£0,£661,"£184,285","£173,512","£1,895,623.19","£101,944",,"£101,944.08","£1,997,567.27",
NHS Trust Development Authority,Special Health Authority,Department of Health,8,7,147,142.35334,259,251.05333,730,703.00159,402,385.45654,5,4.8,1551,1493.6648,0,0,0,0,0,0,0,0,0,0,1551,1493.6648,"£7,769,119","£430,416",,"£44,526","£1,016,888","£984,841","£10,245,790.00","£309,662",,"£309,662.28","£10,555,452.28",
Public Health England,Executive Agency,Department of Health,779,676.71,779,713.36,2200,2001.1,1562,1477.41,419,358.62,7,4,5746,5231.2,107,86.77,0,0,41,28,0,0,148,114.77,5894,5345.97,"£12,910,513","£7,907,758",£0,"£979,917","£4,442,209","£2,522,742","£28,763,138.62","£953,415",,"£953,414.85","£29,716,553.47","Specialist Contractors includes inward Secondees working >0.5wte.
The costs for secondees is not included in the Non-payroll staff figures."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(.) - Not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(..) - Missing / Not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
